レースキー,開催日,競輪場,レース番号,車番,登録番号,選手名,府県,年齢,期別,級班,前級班,脚質,ギヤ倍率,平均競走得点,勝率,２連対率,３連対率,逃げ,捲り,差し,マーク,バック,ホーム,スタート,誘導選手,status
20260716_函館_9R,20260716,函館,9,1,015329,板垣 昴,北海道,34,115,S2,S2,逃,,103.34,23.0,30.0,50.0,2,5,1,0,5,5,1,,
20260716_函館_9R,20260716,函館,9,2,014232,柴田 洋輔,東 京,40,92,S2,S2,追,,98.54,4.0,8.0,20.0,0,0,1,1,0,0,2,,
20260716_函館_9R,20260716,函館,9,3,013886,大屋 健司,広 島,44,87,S2,S2,追,,103.03,15.0,34.0,43.0,0,1,6,4,0,0,3,,
20260716_函館_9R,20260716,函館,9,4,015706,山田 駿斗,千 葉,22,123,S2,S2,逃,,99.63,25.0,25.0,25.0,1,1,1,0,3,4,2,,
20260716_函館_9R,20260716,函館,9,5,013922,河野 通孝,茨 城,43,88,S1,S2,追,,104.66,0.0,42.0,71.0,0,0,1,2,0,0,1,,
20260716_函館_9R,20260716,函館,9,6,014692,森山 智徳,熊 本,42,98,S2,A1,両,,91.7,33.0,48.0,59.0,4,5,4,0,8,5,12,,
20260716_函館_9R,20260716,函館,9,7,014497,川津 悠揮,北海道,38,96,S1,S1,追,,104.95,4.0,21.0,47.0,0,1,3,1,0,0,6,,
20260716_函館_10R,20260716,函館,10,1,015655,一丸 尚伍,大 分,34,121,A1,S2,逃,,106.81,37.0,68.0,75.0,7,3,1,0,10,10,3,,
20260716_函館_10R,20260716,函館,10,2,015083,中村 弘之輔,北海道,34,109,A1,S2,両,,93.64,0.0,6.0,20.0,0,0,2,0,4,2,10,,
20260716_函館_10R,20260716,函館,10,3,015919,藤田 楓,岡 山,23,127,A2,A2,逃,,94.0,70.0,81.0,85.0,16,6,0,0,21,15,1,,
20260716_函館_10R,20260716,函館,10,4,014235,鈴木 庸之,新 潟,40,92,A1,A1,両,,92.66,16.0,33.0,41.0,0,0,3,1,0,0,2,,
20260716_函館_10R,20260716,函館,10,5,015632,常次 勇人,大 阪,24,121,A1,A1,逃,,93.7,44.0,70.0,77.0,13,5,1,0,19,17,3,,
20260716_函館_10R,20260716,函館,10,6,015507,上遠野 拓馬,宮 城,32,119,A1,S2,逃,,92.06,3.0,9.0,16.0,1,2,0,0,9,9,11,,
20260716_函館_10R,20260716,函館,10,7,015640,矢部 駿人,岡 山,27,121,A1,A1,逃,,92.54,16.0,37.0,66.0,5,1,1,2,14,15,0,,
20260716_函館_11R,20260716,函館,11,1,015218,太田 りゆ,埼 玉,31,112,L1,L1,逃,,57.33,61.0,76.0,90.0,0,13,0,3,11,2,3,,
20260716_函館_11R,20260716,函館,11,2,015760,五味田 奈穂,千 葉,28,124,L1,L1,逃,,54.0,25.0,45.0,66.0,4,6,0,1,7,11,11,,
20260716_函館_11R,20260716,函館,11,3,014896,野口 諭実可,大 分,33,102,L1,L1,両,,47.86,3.0,16.0,20.0,1,0,1,3,2,5,2,,
20260716_函館_11R,20260716,函館,11,4,015141,黒河内 由実,長 野,31,110,L1,L1,追,,48.2,2.0,11.0,23.0,2,1,1,0,3,7,5,,
20260716_函館_11R,20260716,函館,11,5,015866,高木 萌那,福 岡,22,126,L1,L1,逃,,54.33,28.0,47.0,76.0,0,9,1,0,1,0,0,,
20260716_函館_11R,20260716,函館,11,6,015755,神戸 暖稀羽,北海道,22,124,L1,L1,両,,51.27,4.0,22.0,50.0,0,2,0,3,3,2,4,,
20260716_函館_11R,20260716,函館,11,7,016030,川上 いちご,千 葉,27,130,L1,L1,両,,55.41,91.0,91.0,91.0,4,7,0,0,10,2,0,,
20260716_函館_12R,20260716,函館,12,1,015063,小川 真太郎,徳 島,34,107,S1,S1,両,,105.54,22.0,27.0,45.0,0,4,2,0,3,2,4,,
20260716_函館_12R,20260716,函館,12,2,014757,藤井 昭吾,滋 賀,40,99,S1,S2,両,,101.57,6.0,30.0,48.0,1,4,3,2,7,10,5,,
20260716_函館_12R,20260716,函館,12,3,015832,角 宗哉,山 口,26,125,S2,S2,逃,,101.91,26.0,52.0,60.0,3,8,0,1,9,7,5,,
20260716_函館_12R,20260716,函館,12,4,015649,後藤 大輝,福 岡,25,121,S1,S1,逃,,108.71,23.0,33.0,47.0,6,1,0,0,16,10,0,,
20260716_函館_12R,20260716,函館,12,5,012887,新田 康仁,静 岡,52,74,S2,S1,追,,105.33,33.0,50.0,50.0,0,0,3,0,0,0,0,,
20260716_函館_12R,20260716,函館,12,6,015378,今野 有樹,愛 媛,29,115,S2,S2,両,,99.46,3.0,18.0,34.0,0,0,3,3,0,1,6,,
20260716_函館_12R,20260716,函館,12,7,015730,黒瀬 浩太郎,広 島,26,123,S2,S1,逃,,107.15,19.0,38.0,47.0,3,5,0,0,8,6,8,,
20260716_松阪_1R,20260716,松阪,1,1,013465,春日 勇人,千 葉,50,82,A1,A1,追,,86.52,13.0,21.0,56.0,0,0,4,1,0,0,3,,
20260716_松阪_1R,20260716,松阪,1,2,014332,芳野 匠,愛 媛,41,93,A1,A2,追,,86.93,6.0,30.0,43.0,0,0,6,3,0,0,2,,
20260716_松阪_1R,20260716,松阪,1,3,013121,山田 晃久,石 川,51,77,A1,A2,追,,82.51,3.0,18.0,37.0,0,0,2,3,0,0,0,,
20260716_松阪_1R,20260716,松阪,1,4,014476,乾 庄平,滋 賀,39,95,A2,A2,追,,84.03,7.0,14.0,33.0,0,0,3,1,0,0,2,,
20260716_松阪_1R,20260716,松阪,1,5,015737,火島 裕輝,愛 媛,23,123,A1,A1,逃,,87.05,19.0,38.0,52.0,4,3,1,0,7,9,2,,
20260716_松阪_1R,20260716,松阪,1,6,015904,辻田 祥大,三 重,23,127,A2,A3,逃,,77.44,44.0,66.0,72.0,10,2,0,0,14,13,2,,
20260716_松阪_1R,20260716,松阪,1,7,015175,桜井 大地,静 岡,32,111,A2,A2,逃,,81.28,8.0,16.0,32.0,1,1,2,0,3,6,9,,
20260716_松阪_2R,20260716,松阪,2,1,014155,佐藤 政利,新 潟,43,91,A2,A2,追,,83.58,4.0,16.0,37.0,0,0,2,2,0,0,5,,
20260716_松阪_2R,20260716,松阪,2,2,014473,重倉 高史,富 山,40,95,A1,A1,両,,85.93,13.0,33.0,56.0,5,0,2,3,13,17,10,,
20260716_松阪_2R,20260716,松阪,2,3,013506,田村 浩章,徳 島,49,82,A2,A1,追,,82.1,5.0,10.0,35.0,0,0,2,0,0,0,2,,
20260716_松阪_2R,20260716,松阪,2,4,013117,鳥越 靖弘,愛 知,51,77,A1,A1,追,,83.85,3.0,17.0,32.0,0,0,3,2,0,0,0,,
20260716_松阪_2R,20260716,松阪,2,5,014654,舘 真成,茨 城,39,98,A2,A2,両,,82.0,12.0,25.0,25.0,0,0,4,0,0,0,0,,
20260716_松阪_2R,20260716,松阪,2,6,013784,太田 雅之,三 重,48,86,A2,A3,追,,69.93,3.0,12.0,27.0,0,0,1,3,1,1,5,,
20260716_松阪_2R,20260716,松阪,2,7,015483,谷元 奎心,山 口,25,117,A1,A1,逃,,87.14,28.0,38.0,52.0,1,3,4,0,1,1,0,,
20260716_松阪_3R,20260716,松阪,3,1,012452,伊藤 健詞,石 川,56,68,A2,A1,追,,87.5,4.0,25.0,41.0,0,0,4,2,0,0,1,,
20260716_松阪_3R,20260716,松阪,3,2,015699,助川 翔太郎,埼 玉,30,123,A1,A1,逃,,83.4,20.0,26.0,46.0,1,2,1,0,1,3,0,,
20260716_松阪_3R,20260716,松阪,3,3,013792,辰己 豊,奈 良,47,86,A1,A2,追,,84.18,0.0,17.0,35.0,0,0,1,2,0,0,0,,
20260716_松阪_3R,20260716,松阪,3,4,015462,溝口 葵,三 重,33,117,A1,A1,逃,,86.59,11.0,25.0,40.0,7,0,0,0,19,20,6,,
20260716_松阪_3R,20260716,松阪,3,5,013172,金子 周一郎,埼 玉,49,78,A2,A1,追,,86.44,0.0,27.0,38.0,0,0,2,3,0,0,1,,
20260716_松阪_3R,20260716,松阪,3,6,014951,後藤 祐貴,兵 庫,36,103,A2,A3,逃,,79.43,50.0,68.0,75.0,3,4,3,1,6,3,0,,
20260716_松阪_3R,20260716,松阪,3,7,013484,表 大暁,富 山,51,82,A2,A2,追,,81.61,0.0,23.0,28.0,0,0,1,4,0,0,1,,
20260716_松阪_4R,20260716,松阪,4,1,015659,池田 伍功羽,熊 本,23,121,A2,A2,逃,,86.03,14.0,29.0,51.0,6,2,0,0,11,12,3,,
20260716_松阪_4R,20260716,松阪,4,2,013914,小谷田 公則,福 島,45,88,A1,A2,追,,86.91,16.0,37.0,45.0,0,0,8,1,0,0,2,,
20260716_松阪_4R,20260716,松阪,4,3,013738,眞鍋 伸也,香 川,46,85,A2,A3,追,,71.45,8.0,20.0,48.0,0,2,2,3,0,0,5,,
20260716_松阪_4R,20260716,松阪,4,4,013907,佐藤 正吾,宮 城,43,88,A2,A2,追,,84.8,15.0,30.0,53.0,0,1,6,1,1,0,8,,
20260716_松阪_4R,20260716,松阪,4,5,014115,原田 礼,福 岡,45,90,A2,A2,追,,83.66,12.0,20.0,29.0,0,0,3,2,0,0,2,,
20260716_松阪_4R,20260716,松阪,4,6,014079,江本 博明,千 葉,45,90,A2,A3,追,,70.45,12.0,29.0,45.0,0,3,3,1,1,0,5,,
20260716_松阪_4R,20260716,松阪,4,7,015875,邊見 竜馬,福 島,24,127,A2,A2,逃,,89.29,79.0,91.0,100.0,14,5,3,0,17,12,3,,
20260716_松阪_5R,20260716,松阪,5,1,015545,橋本 凌汰,岡 山,25,119,A1,S2,逃,,97.35,7.0,17.0,39.0,3,0,2,0,8,7,2,,
20260716_松阪_5R,20260716,松阪,5,2,014263,樫山 恭柄,福 岡,40,92,A1,S2,追,,99.77,20.0,28.0,51.0,0,0,7,3,1,1,2,,
20260716_松阪_5R,20260716,松阪,5,3,014819,太刀川 一成,千 葉,45,100,A1,S2,追,,95.02,4.0,19.0,26.0,0,1,2,5,0,0,7,,
20260716_松阪_5R,20260716,松阪,5,4,015685,小笠原 一真,青 森,26,123,A1,A1,逃,,91.66,25.0,41.0,58.0,6,4,0,0,16,15,4,,
20260716_松阪_5R,20260716,松阪,5,5,014949,石口 慶多,兵 庫,37,103,A1,S2,両,,92.19,3.0,3.0,3.0,0,1,0,0,4,6,0,,
20260716_松阪_5R,20260716,松阪,5,6,014495,下沖 功児,宮 崎,42,95,A1,A1,逃,,87.29,29.0,44.0,48.0,6,5,1,0,9,9,2,,
20260716_松阪_5R,20260716,松阪,5,7,015348,寺沼 伊織,東 京,28,115,A1,A1,両,,88.93,31.0,50.0,50.0,0,1,5,2,0,0,3,,
20260716_松阪_6R,20260716,松阪,6,1,014148,岸澤 賢太,埼 玉,39,91,S2,S2,両,,100.76,12.0,28.0,44.0,0,0,7,0,0,0,3,,
20260716_松阪_6R,20260716,松阪,6,2,015546,山根 将太,岡 山,29,119,S2,S2,逃,,99.07,17.0,32.0,46.0,7,2,0,0,15,12,3,,
20260716_松阪_6R,20260716,松阪,6,3,012786,佐藤 康紀,青 森,51,73,S2,S2,追,,93.0,0.0,0.0,3.0,0,0,0,0,0,0,0,,
20260716_松阪_6R,20260716,松阪,6,4,015595,邊見 光輝,福 島,24,119,S2,S2,逃,,89.66,0.0,0.0,0.0,0,0,0,0,0,2,0,,
20260716_松阪_6R,20260716,松阪,6,5,014188,原 誠宏,香 川,40,91,S2,S2,追,,101.84,7.0,33.0,44.0,0,0,5,4,0,0,2,,
20260716_松阪_6R,20260716,松阪,6,6,015127,野村 典嗣,愛 媛,36,109,S2,A1,追,,89.14,7.0,29.0,40.0,0,1,4,3,0,0,3,,
20260716_松阪_6R,20260716,松阪,6,7,015702,依田 翔大,山 梨,27,123,S2,S2,逃,,100.47,28.0,47.0,52.0,2,6,1,1,3,7,0,,
20260716_松阪_7R,20260716,松阪,7,1,015380,外田 心斗,愛 媛,27,115,S2,S2,逃,,101.0,26.0,42.0,57.0,4,4,0,0,5,5,4,,
20260716_松阪_7R,20260716,松阪,7,2,014134,小野 大介,福 島,42,91,S2,S2,追,,96.85,5.0,15.0,40.0,0,0,1,2,0,0,1,,
20260716_松阪_7R,20260716,松阪,7,3,015448,長屋 秀明,岐 阜,25,117,S2,A1,逃,,93.78,40.0,50.0,70.0,0,7,3,0,3,0,6,,
20260716_松阪_7R,20260716,松阪,7,4,014249,鷲田 幸司,福 井,40,92,S2,S2,追,,99.32,6.0,19.0,38.0,0,0,4,2,0,0,0,,
20260716_松阪_7R,20260716,松阪,7,5,015168,染谷 幸喜,千 葉,37,111,S2,S2,逃,,99.86,13.0,30.0,39.0,3,3,1,0,5,5,7,,
20260716_松阪_7R,20260716,松阪,7,6,013438,前反 祐一郎,広 島,52,81,S2,A1,追,,90.68,15.0,26.0,47.0,0,0,4,1,0,0,5,,
20260716_松阪_7R,20260716,松阪,7,7,013442,濱田 浩司,愛 媛,47,81,S2,S2,追,,104.65,19.0,33.0,47.0,0,0,5,2,0,0,9,,
20260716_松阪_8R,20260716,松阪,8,1,014176,笹倉 慎也,富 山,40,91,S2,S2,追,,97.03,6.0,16.0,33.0,0,0,2,3,0,0,6,,
20260716_松阪_8R,20260716,松阪,8,2,014854,久島 尚樹,宮 崎,35,100,S2,S2,両,,105.64,32.0,46.0,60.0,0,1,11,1,0,0,6,,
20260716_松阪_8R,20260716,松阪,8,3,015161,吉田 昌司,茨 城,28,111,S2,A1,逃,,94.52,40.0,64.0,68.0,4,7,5,0,9,8,0,,
20260716_松阪_8R,20260716,松阪,8,4,015250,今井 聡,東 京,38,113,S2,A1,追,,93.0,41.0,54.0,58.0,1,1,10,1,1,1,10,,
20260716_松阪_8R,20260716,松阪,8,5,015211,平尾 一晃,長 崎,29,111,S2,S2,逃,,100.29,25.0,42.0,53.0,2,8,1,1,4,6,11,,
20260716_松阪_8R,20260716,松阪,8,6,015178,伊藤 稔真,三 重,29,111,S2,A1,両,,90.28,6.0,6.0,6.0,0,0,1,0,2,4,3,,
20260716_松阪_8R,20260716,松阪,8,7,013436,中村 昌弘,広 島,49,81,S2,S2,追,,96.3,0.0,10.0,20.0,0,0,0,3,0,0,4,,
20260716_松阪_9R,20260716,松阪,9,1,014576,中田 雄喜,福 島,39,97,S2,S2,追,,102.06,12.0,34.0,56.0,0,0,5,6,0,0,6,,
20260716_松阪_9R,20260716,松阪,9,2,014863,一戸 康宏,埼 玉,38,101,S2,S2,両,,97.47,4.0,26.0,47.0,1,1,3,1,4,3,2,,
20260716_松阪_9R,20260716,松阪,9,3,014313,小谷 実,京 都,39,93,S2,S2,追,,94.73,3.0,6.0,13.0,0,0,1,1,0,0,9,,
20260716_松阪_9R,20260716,松阪,9,4,015322,磯島 成介,青 森,26,115,S2,S2,逃,,101.4,15.0,31.0,40.0,4,4,2,0,13,13,0,,
20260716_松阪_9R,20260716,松阪,9,5,014292,丸山 直樹,埼 玉,40,93,S2,A1,追,,93.26,26.0,46.0,60.0,0,1,5,1,0,0,5,,
20260716_松阪_9R,20260716,松阪,9,6,014947,北川 大五郎,大 阪,35,103,S2,A1,両,,88.5,12.0,16.0,20.0,2,0,1,1,3,2,7,,
20260716_松阪_9R,20260716,松阪,9,7,013306,齋藤 登志信,宮 城,53,80,S2,S2,追,,93.47,0.0,4.0,8.0,0,0,1,0,0,0,0,,
20260716_松阪_10R,20260716,松阪,10,1,014833,高久保 雄介,京 都,39,100,S2,S1,両,,105.0,15.0,35.0,55.0,1,0,4,2,1,1,3,,
20260716_松阪_10R,20260716,松阪,10,2,014199,松岡 孔明,熊 本,44,91,S2,S2,両,,99.91,13.0,27.0,44.0,0,1,7,2,0,0,0,,
20260716_松阪_10R,20260716,松阪,10,3,015441,鈴木 陸来,静 岡,29,117,S2,S2,逃,,102.56,12.0,44.0,52.0,4,1,3,3,6,8,9,,
20260716_松阪_10R,20260716,松阪,10,4,015543,福元 啓太,大 阪,29,119,S2,A1,逃,,92.3,29.0,44.0,55.0,1,7,3,1,2,3,5,,
20260716_松阪_10R,20260716,松阪,10,5,015097,長谷部 翔,静 岡,31,109,S2,S2,両,,97.36,4.0,8.0,29.0,0,0,1,1,0,0,4,,
20260716_松阪_10R,20260716,松阪,10,6,013944,桐山 敬太郎,神奈川,44,88,S2,A1,追,,90.5,7.0,23.0,30.0,0,1,1,1,0,0,5,,
20260716_松阪_10R,20260716,松阪,10,7,014264,松尾 信太郎,福 岡,43,92,S2,S2,追,,95.34,5.0,11.0,22.0,0,0,2,2,0,0,1,,
20260716_松阪_11R,20260716,松阪,11,1,015716,尾方 祐仁,岐 阜,22,123,S2,S2,逃,,102.1,9.0,28.0,47.0,3,2,0,1,9,11,0,,
20260716_松阪_11R,20260716,松阪,11,2,013407,大矢 将大,埼 玉,47,81,S2,S2,追,,97.52,0.0,21.0,42.0,0,0,2,2,0,0,1,,
20260716_松阪_11R,20260716,松阪,11,3,015040,隅田 洋介,岡 山,38,107,S2,S1,両,,97.75,0.0,0.0,0.0,0,0,0,0,0,0,4,,
20260716_松阪_11R,20260716,松阪,11,4,015703,牧田 悠生,新 潟,27,123,S2,S2,逃,,98.7,20.0,29.0,33.0,1,4,1,1,2,3,1,,
20260716_松阪_11R,20260716,松阪,11,5,013719,吉田 敏洋,愛 知,46,85,S2,S2,両,,102.08,19.0,34.0,50.0,0,0,6,3,0,0,0,,
20260716_松阪_11R,20260716,松阪,11,6,015641,富 武大,山 口,29,121,S2,A1,逃,,91.0,18.0,54.0,54.0,3,1,1,1,3,3,7,,
20260716_松阪_11R,20260716,松阪,11,7,014233,西村 行貴,東 京,42,92,S2,A1,追,,91.54,25.0,45.0,66.0,0,1,6,4,0,0,0,,
20260716_松阪_12R,20260716,松阪,12,1,015476,緒方 将樹,熊 本,27,117,S1,S2,逃,,100.86,13.0,34.0,48.0,3,5,1,1,6,4,4,,
20260716_松阪_12R,20260716,松阪,12,2,015449,橋本 優己,岐 阜,26,117,S1,S2,逃,,109.04,44.0,56.0,68.0,5,8,1,0,6,6,1,,
20260716_松阪_12R,20260716,松阪,12,3,012939,伏見 俊昭,福 島,50,75,S1,S1,追,,106.58,20.0,29.0,37.0,0,1,4,2,0,0,0,,
20260716_松阪_12R,20260716,松阪,12,4,015608,山口 多聞,埼 玉,24,121,S1,S2,逃,,99.55,11.0,25.0,37.0,5,1,1,0,19,19,1,,
20260716_松阪_12R,20260716,松阪,12,5,014190,木村 隆弘,徳 島,40,91,S1,S1,追,,109.38,28.0,47.0,52.0,0,0,9,1,0,1,2,,
